GENRE	PLACE	LIGHT	ISO	aperture	exposure	lightDetail	object	when	light	genre_old
море, озеро, река	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки в сумерках	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки в сумерках	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки в сумерках	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	400	0	-	ISO 400 не подходит для съемки в сумерках	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	800	2	1/125	сумерки	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	1600	2	1/250	сумерки	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	1600	2.8	1/125	сумерки	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	3200	2	1/500	сумерки	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	3200	2.8	1/250	сумерки	море, озеро, река	вечер	сумерки	пейзаж
море, озеро, река	На улице	Вечер или ночь	3200	4	1/125	сумерки	море, озеро, река	вечер	сумерки	пейзаж
лес	На улице	Дневной свет	50	2	1/500	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	50	2.8	1/250	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	50	4	1/125	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	100	2.8	1/500	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	100	4	1/250	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	100	5.6	1/125	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	160	2.8	1/500	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	160	4	1/250	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	160	5.6	1/125	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	200	4	1/500	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	200	5.6	1/250	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	200	8	1/125	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	400	5.6	1/500	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	400	8	1/250	солнечно	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	800	0	-	ISO 800 не подходит для съемки утром или днем	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	лес	утро / день	солнечно	пейзаж
лес	На улице	Дневной свет	50	2	1/250	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	50	2.8	1/125	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	100	2	1/500	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	100	2.8	1/250	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	100	4	1/125	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	160	2.8	1/500	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	160	4	1/250	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	200	2.8	1/500	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	200	4	1/250	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	200	5.6	1/125	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	400	4	1/500	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	400	5.6	1/250	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	400	8	1/125	облачно	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	800	0	-	ISO 800 не подходит для съемки утром или днем	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	лес	утро / день	облачно	пейзаж
лес	На улице	Дневной свет	50	0	-	ISO 50 не подходит для съемки в пасмурную погоду	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	100	2	1/125	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	160	2	1/250	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	160	2.8	1/125	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	200	2	1/250	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	200	2.8	1/125	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	400	2	1/500	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	400	2.8	1/250	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	400	4	1/125	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	800	2.8	1/500	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	800	4	1/250	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	800	5.6	1/125	пасмурно	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	лес	утро / день	пасмурно	пейзаж
лес	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	лес	утро / день	пасмурно	пейзаж
лес	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки на закате	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки на закате	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки на закате	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки на закате	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	400	4	1/500	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	400	5.6	1/250	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	800	5.6	1/500	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	800	8	1/250	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	1600	8	1/500	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	1600	11	1/250	закат	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	3200	0	-	ISO 3200 не подходит для съемки на закате	лес	вечер	закат	пейзаж
лес	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки в сумерках	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки в сумерках	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки в сумерках	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки в сумерках	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	400	2	1/500	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	400	2.8	1/250	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	800	2.8	1/500	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	800	4	1/250	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	1600	4	1/500	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	1600	5.6	1/250	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	3200	5.6	1/500	сумерки	лес	вечер	сумерки	пейзаж
лес	На улице	Вечер или ночь	3200	8	1/250	сумерки	лес	вечер	сумерки	пейзаж
горы	На улице	Дневной свет	50	2.8	1/500	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	50	2	1/250	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	50	4	1/125	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	100	2	1/500	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	100	4	1/250	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	100	5.6	1/125	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	160	5.6	1/500	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	160	8	1/250	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	200	5.6	1/500	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	200	8	1/250	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	400	8	1/500	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	400	11	1/250	солнечно	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	800	0	-	ISO 800 не подходит для съемки утром или днем	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	горы	утро / день	солнечно	пейзаж
горы	На улице	Дневной свет	50	2	1/500	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	50	2.8	1/250	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	100	2.8	1/500	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	100	4	1/250	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	160	4	1/500	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	160	5.6	1/250	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	200	4	1/500	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	200	5.6	1/250	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	400	5.6	1/500	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	400	8	1/250	облачно	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	800	0	-	ISO 800 не подходит для съемки утром или днем	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	горы	утро / день	облачно	пейзаж
горы	На улице	Дневной свет	50	2	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	100	2	1/500	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	100	2.8	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	160	2	1/500	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	160	2.8	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	200	2.8	1/500	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	200	4	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	400	4	1/500	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	400	5.6	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	800	5.6	1/500	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	800	8	1/250	пасмурно	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	горы	утро / день	пасмурно	пейзаж
горы	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	горы	утро / день	пасмурно	пейзаж
горы	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки на закате	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки на закате	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки на закате	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки на закате	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	400	4	1/500	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	400	5.6	1/250	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	800	5.6	1/500	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	800	8	1/250	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	1600	8	1/500	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	1600	11	1/250	закат	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	3200	0	-	ISO 3200 не подходит для съемки на закате	горы	вечер	закат	пейзаж
горы	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки в сумерках	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки в сумерках	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки в сумерках	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки в сумерках	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	400	2	1/500	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	400	2.8	1/250	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	800	2.8	1/500	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	800	4	1/250	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	1600	4	1/500	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	1600	5.6	1/250	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	3200	5.6	1/500	сумерки	горы	вечер	сумерки	пейзаж
горы	На улице	Вечер или ночь	3200	8	1/250	сумерки	горы	вечер	сумерки	пейзаж
архитектура и улица	На улице	Дневной свет	50	4	1/500	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	50	5.6	1/500	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	50	8	1/250	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	100	5.6	1/500	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	100	8	1/250	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	8	1/500	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	11	1/250	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	8	1/500	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	11	1/250	солнечно	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	400	0	-	ISO 400 не подходит для съемки солнечным утром или днем	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	800	0	-	ISO 800 не подходит для съемки солнечным утром или днем	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки солнечным утром или днем	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки солнечным утром или днем	архитектура и улица	утро / день	солнечно	архитектура и улица
архитектура и улица	На улице	Дневной свет	50	4	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	50	5.6	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	100	5.6	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	100	8	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	5.6	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	8	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	5.6	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	8	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	400	8	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	400	11	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	800	11	1/500	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	800	16	1/250	облачно	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	архитектура и улица	утро / день	облачно	архитектура и улица
архитектура и улица	На улице	Дневной свет	50	0	-	ISO 50 не подходит для съемки в пасмурную погоду	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	100	0	-	ISO 100 не подходит для съемки в пасмурную погоду	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	2.8	1/500	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	160	4	1/250	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	2.8	1/500	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	200	4	1/250	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	400	4	1/500	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	400	8	1/250	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	800	8	1/500	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	800	11	1/250	пасмурно	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	1600	0	-	ISO 1600 не подходит для съемки утром или днем	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Дневной свет	3200	0	-	ISO 3200 не подходит для съемки утром или днем	архитектура и улица	утро / день	пасмурно	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки на закате	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки на закате	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки на закате	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки на закате	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	400	4	1/500	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	400	5.6	1/250	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	800	5.6	1/500	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	800	8	1/250	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	1600	8	1/500	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	1600	11	1/250	закат	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	3200	0	-	ISO 3200 не подходит для съемки на закате	архитектура и улица	вечер	закат	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки в сумерках	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки в сумерках	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки в сумерках	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки в сумерках	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	400	2	1/500	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	400	2.8	1/250	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	800	2.8	1/500	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	800	4	1/250	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	1600	4	1/500	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	1600	5.6	1/250	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	3200	5.6	1/500	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	3200	8	1/250	сумерки	архитектура и улица	вечер	сумерки	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	50	0	-	ISO 50 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	100	0	-	ISO 100 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	160	0	-	ISO 160 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	200	0	-	ISO 200 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	400	0	-	ISO 400 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	800	0	-	ISO 800 не подходит для съемки ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	1600	2	1/125	ночью	архитектура и улица	вечер	ночью	архитектура и улица
архитектура и улица	На улице	Вечер или ночь	3200	2	1/250	ночью	архитектура и улица	вечер	ночью	архитектура и улица
